_id,name,description,price,category,image,company,size
,Empower Her Gift Box - Sustainable Beauty Hamper for Women,"A consciously curated sustainable beauty gift box celebrating confidence, self-care, and strength—featuring eco-friendly essentials that nourish her skin, spirit, and everyday rituals with purpose and care. ???",1377,gifting-box,/images/Products/barenecessities/gift-3.webp,barenecessities,
,Sustainable Gentleman's Hamper - Premium Grooming Gift for Men,"A thoughtfully curated sustainable grooming hamper for the modern gentleman—featuring premium, eco-conscious essentials designed for refined self-care, confidence, and everyday sophistication. ????",1504,gifting-box,/images/Products/barenecessities/gift-4.webp,barenecessities,
,Teen's Green Glow Kit - Sustainable Skincare Gift Set for Teens,"A fun, gentle, and sustainable skincare kit for teens—packed with clean, eco-friendly essentials that nurture young skin, boost confidence, and inspire mindful self-care habits early on. ???",1698,gifting-box,/images/Products/barenecessities/gift-5.webp,barenecessities,
,Wedding Wonders Gift Hamper - Zero Waste Earth-Friendly Wedding Favors,"An elegant zero-waste wedding hamper with earth-friendly favors—beautifully crafted to celebrate love, gratitude, and new beginnings while honoring the planet with thoughtful, sustainable choices. ????",1600,gifting-box,/images/Products/barenecessities/gift-6.jfif,barenecessities,
,Happiness Gift Bundle - Zero Waste Handcrafted Gift Set,"A joyful zero-waste handcrafted gift bundle filled with mindful treasures—thoughtfully made to spread warmth, positivity, and simple happiness while caring for the planet. ????",1959,gifting-box,/images/Products/barenecessities/gift-7.webp,barenecessities,
,Gratitude Gift Bundle - Zero Waste Natural Skincare Hamper,"A heartfelt zero-waste natural skincare bundle, lovingly crafted to express gratitude—featuring gentle, planet-friendly essentials that nurture skin, soothe senses, and say thank you in the most meaningful way. ????
",1335,gifting-box,/images/Products/barenecessities/gift-8.webp,barenecessities,
,Festive Zero Waste Gift Bundle - Perfect for Celebrations,"A festive zero-waste gift bundle crafted for joyful celebrations—filled with sustainable, handcrafted delights that spread cheer, warmth, and mindful gifting without harming the planet. ???",1551,gifting-box,/images/Products/barenecessities/gift-9.webp,barenecessities,
,Zero Waste Gift Bundle - Eco-Friendly Sustainable Gifting,"A thoughtfully curated zero-waste gift bundle designed for eco-friendly, sustainable gifting—featuring planet-loving essentials that make every occasion meaningful, mindful, and beautifully responsible. ????",1911,gifting-box,/images/Products/barenecessities/gift-10.webp,barenecessities,
,Your Self Care Necessities Gift Bundle - Eco-Friendly Vegan Natural,"A thoughtfully curated self-care essentials bundle made with eco-friendly, vegan, and natural ingredients—designed to nourish your body, calm your mind, and support mindful, sustainable daily rituals. ???",2377,gifting-box,/images/Products/barenecessities/gift-12.webp,barenecessities,
,Zero Waste Personal Care Kit - Eco-Friendly Bathroom Essentials,"A practical zero-waste personal care kit featuring eco-friendly bathroom essentials—designed to reduce waste while keeping your daily hygiene routine simple, sustainable, and refreshingly mindful. ????",1599,gifting-box,/images/Products/barenecessities/gift-13.webp,barenecessities,
,Zero Waste Travel Kit - Eco-Friendly Travel Essentials,"A compact zero-waste travel kit packed with eco-friendly essentials—perfect for mindful travelers who want sustainable, mess-free personal care wherever the journey takes them. ????",1746,gifting-box,/images/Products/barenecessities/gift-14.webp,barenecessities,
,Ultimate Zero Waste Starter Kit - Complete Eco-Friendly Essentials,"A complete zero-waste starter kit with eco-friendly essentials—perfect for beginning a sustainable lifestyle with practical, planet-friendly swaps for everyday living. ????",2280,gifting-box,/images/Products/barenecessities/gift-15.webp,barenecessities,
,Glow Naturally Skincare Gift Bundle - Zero Waste Vegan Natural,"A zero-waste vegan skincare gift bundle crafted with natural ingredients—designed to nourish your skin, enhance your glow, and support a mindful, eco-friendly beauty routine. ???",1698,gifting-box,/images/Products/barenecessities/gift-11.webp,barenecessities,
,Empower Her Gift Box - Sustainable Beauty Hamper for Women,"A consciously curated sustainable beauty gift box for women, celebrating confidence and self-care with eco-friendly essentials that nourish skin, uplift spirit, and support mindful, planet-loving beauty rituals. ???",1377,corporate-gift,/images/Products/barenecessities/corporated-gift1.webp,barenecessities,
,Sustainable Gentleman's Hamper - Premium Grooming Gift for Men,"A thoughtfully curated sustainable grooming hamper for men, featuring premium eco-conscious essentials that elevate daily care with refined style, confidence, and planet-friendly sophistication. ????",1504,corporate-gift,/images/Products/barenecessities/corporated-gift2.webp,barenecessities,
,Founders’ Favourites: My Go-to Gift Bundle,"A handpicked bundle of the founder’s most-loved essentials—carefully chosen, beautifully crafted, and perfect for gifting something truly trusted, tried, and cherished.
",1600,corporate-gift,/images/Products/barenecessities/corporated-gift3.webp,barenecessities,
,Teen's Green Glow Kit - Sustainable Skincare Gift Set for Teens,"A gentle, fun, and sustainable skincare gift set for teens—featuring clean, eco-friendly essentials that care for young skin, boost confidence, and encourage mindful self-care habits. ???",1698,corporate-gift,/images/Products/barenecessities/corporated-gift-4.jfif,barenecessities,
,Saffron Bliss Spa Bar - Handmade Cold-Processed Natural Soap,"A luxurious handmade, cold-processed natural soap infused with saffron—gently cleansing, nourishing skin, and transforming everyday bathing into a calming, spa-like ritual. ????",415,soap,/images/Products/barenecessities/soap-1.webp,barenecessities,
,Sunset Waves Spa Bar - Handmade Lavender Rose Cold-Processed Soap,"A soothing handmade cold-processed soap infused with lavender and rose—gently cleansing skin while evoking calm, balance, and a sunset-inspired spa-like bathing experience. ????
",415,soap,/images/Products/barenecessities/soap-2.webp,barenecessities,
,Pack of 4 Spa Bars - Handmade Cold-Processed Natural Soaps,"A thoughtfully curated pack of four handmade, cold-processed natural spa bars—crafted to gently cleanse, nourish skin, and elevate everyday bathing with pure, plant-based goodness. ????
",998,soap,/images/Products/barenecessities/soap-3.webp,barenecessities,
,Turmeric Spa Bar - And It was All Yellow Handcrafted Soap,"A vibrant handcrafted turmeric spa bar infused with natural goodness—gently cleansing, brightening skin, and turning your daily bath into a warm, nourishing self-care ritual. ????",549,soap,/images/Products/barenecessities/soap-4.webp,barenecessities,
,Orange Cinnamon Spa Bar - Cinnamon Trails with a Twist,"A warming handcrafted spa bar infused with orange and cinnamon—gently cleansing skin while filling your bath ritual with cozy, spicy-citrus comfort and natural goodness. ???",436,soap,/images/Products/barenecessities/soap-5.webp,barenecessities,
,Basil Rosemary Spa Bar - The Herbalist Handmade Natural Soap,"A refreshing handmade natural soap infused with basil and rosemary—herbaceous, invigorating, and gently cleansing to awaken your senses and restore skin with plant-powered care. ????",549,soap,/images/Products/barenecessities/soap-6.webp,barenecessities,
,Annatto Spa Bar - An Anecdote Handmade Earth-Friendly Soap,A warm-toned handmade spa bar infused with annatto—gently cleansing and nourishing skin with earth-friendly ingredients while adding a touch of natural indulgence to your daily ritual. ????,436,soap,/images/Products/barenecessities/soap-7.webp,barenecessities,
,Rhassoul Dazzle Spa Bar - Orange Cinnamon & Rhassoul Clay Soap,"A luxurious handmade spa bar blending orange, cinnamon, and rhassoul clay—deeply cleansing, gently exfoliating, and leaving skin refreshed, balanced, and naturally radiant. ???",386,soap,/images/Products/barenecessities/soap-8.webp,barenecessities,
,Soothe Operator Spa Bar - Rose & Green Clay Handmade Soap,"A calming handmade spa bar infused with rose and green clay—gently cleansing, soothing sensitive skin, and restoring balance with a soft, comforting, spa-like bathing experience. ????
",549,soap,/images/Products/barenecessities/soap-9.webp,barenecessities,
,Brew For The Soul Coffee Spa Bar - Handmade Natural Soap,"A rich handmade natural coffee spa bar that gently exfoliates and cleanses—awakening your senses, energizing skin, and turning every bath into a soul-soothing ritual. ???",549,soap,/images/Products/barenecessities/soap-10.webp,barenecessities,
,Dark Knight Activated Charcoal Spa Bar - Handmade Toxin-Free Soap,"A powerful handmade activated charcoal spa bar—deeply cleansing, toxin-free, and crafted to purify skin, unclog pores, and refresh your bathing ritual with bold, natural care. ????
",386,soap,/images/Products/barenecessities/soap-11.webp,barenecessities,
,Pack of 4 Bare Spa Bars - Travel Size Handmade Natural Soaps,"A convenient pack of four travel-size handmade bare spa bars—gentle, natural, and perfect for on-the-go cleansing with minimal packaging and maximum skin-loving care. ????",380,soap,/images/Products/barenecessities/soap-12.webp,barenecessities,
,Soak it up Moisturizer - Natural Body Butter for Deep Hydration,"Soak It Up Moisturizer is a rich, natural body butter that deeply hydrates and nourishes dry skin. Packed with plant-based ingredients, it restores softness, improves elasticity, and leaves your skin smooth, supple, and glowing.
",550,Hydrating Moisturizers,/images/Products/barenecessities/lotion-1.webp,barenecessities,
,Rainforest Moisturizer - Face & Body Butter for Deep Hydration,"Rainforest Moisturizer is a luxurious face and body butter designed for deep hydration. Enriched with nourishing natural ingredients, it replenishes moisture, soothes dryness, improves skin texture, and leaves your skin soft, radiant, and refreshed.
",1062,Hydrating Moisturizers,/images/Products/barenecessities/lotion-2.webp,barenecessities,
,Garden of Eden Deodorant - Floral Natural & Moisturizing,"Garden of Eden Deodorant is a floral, natural formula that keeps you fresh all day while gently moisturizing the skin. Crafted with plant-based ingredients, it neutralizes odor, soothes underarms, and leaves a soft, delicate fragrance.
",559,deodorants,/images/Products/barenecessities/Moisturizing-1.webp,barenecessities,
,Round The Clock Deodorant - All-Day Natural & Plastic-Free,"Round The Clock Deodorant is a powerful, all-day natural formula designed to keep you fresh from morning to night. Plastic-free and eco-friendly, it effectively neutralizes odor while caring for your skin with gentle, plant-based ingredients.
",559,deodorants,/images/Products/barenecessities/Moisturizing-2.webp,barenecessities,
,Rock N' Roll Solid Deodorant - Natural Plant-Based Zero Waste,"Rock N' Roll Solid Deodorant is a bold, natural plant-based formula that keeps you confidently fresh all day. Zero-waste and eco-friendly, it fights odor effectively while nourishing underarms with gentle, skin-loving ingredients.
",559,deodorants,/images/Products/barenecessities/Moisturizing-3.webp,barenecessities,
,Pack of 3 Natural Solid Deodorants - Travel-Size Eco-Friendly,"Pack of 3 Natural Solid Deodorants features travel-size, eco-friendly sticks crafted with plant-based ingredients. These compact essentials keep you fresh on the go, effectively neutralizing odor while caring for your skin and the planet.
",1119,deodorants,/images/Products/barenecessities/Moisturizing-4.webp,barenecessities,
,Terracotta Body Scrub - Local Natural Zero Waste Exfoliator,"Terracotta Body Scrub is a locally crafted, natural exfoliator designed to gently buff away dead skin and impurities. Made with zero-waste ingredients, it smooths texture, boosts glow, and leaves your skin soft, refreshed, and revitalized.
",410,Body Scrubs & Bath Salts,/images/Products/barenecessities/scrub-1.webp,barenecessities,
,Lavender Levitate Bath Salts - Natural Zero Waste Self-Care,"Lavender Levitate Bath Salts are a natural, zero-waste self-care essential crafted to relax body and mind. Infused with soothing lavender, they ease tension, calm senses, and leave your skin feeling soft, refreshed, and beautifully balanced.
",325,Body Scrubs & Bath Salts,/images/Products/barenecessities/scrub-2.webp,barenecessities,
,Espresso Yourself Coffee Body Scrub - Natural Vegan Zero Waste,"Espresso Yourself Coffee Body Scrub is a natural, vegan, zero-waste exfoliator crafted to awaken your skin. Rich coffee grounds gently buff away dead skin, boost circulation, and leave you smooth, energized, and glowing.
",410,Body Scrubs & Bath Salts,/images/Products/barenecessities/scrub-3.webp,barenecessities,
,Busy Bee Lip Balm - 100% Natural with Shea Butter,"Busy Bee Lip Balm is 100% natural and enriched with nourishing shea butter to deeply hydrate and protect dry lips. It soothes, softens, and locks in moisture, leaving your lips smooth, supple, and healthy.
",250, Lip Balms,/images/Products/barenecessities/lip-balm-1.webp,barenecessities,
,Mason & Co Cacao Butter Lip Balm - Natural Vegan Zero Waste,"Mason & Co Cacao Butter Lip Balm is a natural, vegan, zero-waste essential crafted to nourish and protect. Rich cacao butter deeply hydrates, repairs dryness, and leaves lips soft, smooth, and subtly glossy.
",250, Lip Balms,/images/Products/barenecessities/lip-balm-2.webp,barenecessities,
,Hemp'ily ever after Lip Balm - Vegan Zero Waste Natural,"‘Hemp’ily Ever After Lip Balm is a vegan, zero-waste, natural formula enriched with nourishing hemp oil. It deeply hydrates, soothes dry lips, locks in moisture, and leaves them soft, smooth, and beautifully conditioned.
",250, Lip Balms,/images/Products/barenecessities/lip-balm-3.webp,barenecessities,
,Pack of 3 Natural Lip Balms - Travel-Size Vegan Lip Care,"Pack of 3 Natural Lip Balms features travel-size, vegan lip care essentials crafted with nourishing plant-based ingredients. Perfect for on-the-go hydration, they soothe dryness, lock in moisture, and keep lips soft, smooth, and healthy.
",570, Lip Balms,/images/Products/barenecessities/lip-balm-4.webp,barenecessities,
,Multani Mitti Face Pack - 100% Natural Fuller's Earth Clay,"Multani Mitti Face Pack is 100% natural Fuller’s Earth clay that deeply cleanses and detoxifies skin. It absorbs excess oil, unclogs pores, reduces blemishes, and leaves your complexion fresh, smooth, and naturally radiant.
",220,face mask,/images/Products/barenecessities/face-mask.webp,barenecessities,
,Crans N' Roses Shampoo Bar - Natural Vegan & Hydrating,"Crans N’ Roses Shampoo Bar is a natural, vegan, and hydrating formula that gently cleanses while nourishing your hair. Enriched with plant-based ingredients, it boosts shine, softens strands, and leaves your hair fresh, smooth, and beautifully balanced.
",499,Shampoo & Conditioner Bars,/images/Products/barenecessities/shampoo-1.webp,barenecessities,
,Down to Earth Shampoo Bar - Protein-Rich Plant-Based Revitalizing,"Down to Earth Shampoo Bar is a protein-rich, plant-based formula designed to strengthen and revitalize hair. It gently cleanses, restores moisture, improves texture, and leaves your strands healthy, resilient, and naturally nourished.
",499,Shampoo & Conditioner Bars,/images/Products/barenecessities/shampoo-2.webp,barenecessities,
,Love is in the (h)air Conditioner Bar - Deep Hydration for Dry Scalp,"Love is in the (h)air Conditioner Bar delivers deep hydration for dry scalp and thirsty strands. Enriched with nourishing plant-based ingredients, it softens hair, reduces frizz, restores moisture balance, and leaves your locks smooth, healthy, and manageable.
",580,Shampoo & Conditioner Bars,/images/Products/barenecessities/shampoo-3.webp,barenecessities,
,Bare Hair Care Kit - Plant-Based Shampoo and Conditioner Bar,"Bare Hair Care Kit includes plant-based shampoo and conditioner bars crafted to cleanse, nourish, and hydrate naturally. Eco-friendly and zero-waste, it strengthens hair, improves texture, and leaves strands soft, smooth, and healthy.
",1020,Shampoo & Conditioner Bars,/images/Products/barenecessities/shampoo-5.webp,barenecessities,
,Mason & CO x Bare Dessert Dry Shampoo - Natural Aerosol-Free,"Mason & CO x Bare Dessert Dry Shampoo is a natural, aerosol-free formula designed to refresh hair between washes. It absorbs excess oil, adds volume, and leaves hair feeling clean, light, and effortlessly revitalized.
",375,Shampoo & Conditioner Bars,/images/Products/barenecessities/shampoo-4.webp,barenecessities,
,Dissolve - Powder-to-Liquid Dish Wash Concentrate,"Dissolve is a powder-to-liquid dish wash concentrate that cleans tough grease and grime effectively. Eco-friendly and zero-waste, it transforms into a powerful, natural dish soap, leaving dishes sparkling clean and residue-free.
",650,dish-wash,/images/Products/barenecessities/dish-wash-1.webp,barenecessities,
,Stir It Up - Powder-to-Liquid Hand Wash Concentrate,"Stir It Up is a powder-to-liquid hand wash concentrate that transforms into a gentle, effective cleanser. Natural and eco-friendly, it removes dirt and bacteria while keeping hands soft, hydrated, and refreshed.",650,hand-wash,/images/Products/barenecessities/hand-wash-1.webp,barenecessities,
,Genie in a Bottle - Zero Waste Multi-Surface Cleaner,"Genie in a Bottle is a zero-waste, natural multi-surface cleaner that effortlessly removes dirt and grime. Safe, eco-friendly, and effective, it leaves surfaces sparkling clean, fresh, and streak-free.",630,clener,/images/Products/barenecessities/clener.webp ,barenecessities,
,The Clean Home Necessities - Plant-Based Refillable Zero Waste,"The Clean Home Necessities is a plant-based, refillable, zero-waste kit designed for effortless, eco-friendly cleaning. Gentle yet effective, it keeps your home sparkling clean while caring for the environment.
",1600,home-clane,/images/Products/barenecessities/home-claen.webp,barenecessities,
,Reusable Swadeshi Tumbler - Collapsible Steel Travel Cup,"Reusable Swadeshi Tumbler is a collapsible steel travel cup designed for convenience and sustainability. Durable, lightweight, and eco-friendly, it’s perfect for on-the-go hydration while reducing single-use plastic waste.
",1026,kitchen-travel-kit,/images/Products/barenecessities/travel-kit-1.webp,barenecessities,
,Stainless Steel Straws - Reusable Eco-Friendly Food Grade,"Stainless Steel Straws are reusable, eco-friendly, and made from food-grade materials. Durable and safe, they reduce single-use plastic, making every sip sustainable while keeping drinks stylish and convenient.
",310,kitchen-travel-kit,/images/Products/barenecessities/travel-kit-2.jfif,barenecessities,
,Cutlery To Go,"Cutlery To Go is a portable, reusable, and eco-friendly utensil set designed for on-the-go meals. Durable and lightweight, it helps reduce single-use plastic while keeping your dining convenient and sustainable.
",375,kitchen-travel-kit,/images/Products/barenecessities/travel-kit-3.webp,barenecessities,
,Spork (Spoon & Fork) - Reusable Wood Cutlery,"Spork (Spoon & Fork) is a reusable wooden cutlery piece that combines a spoon and fork in one eco-friendly design. Durable, lightweight, and sustainable, it’s perfect for meals on the go while reducing single-use plastic.
",375,kitchen-travel-kit,/images/Products/barenecessities/travel-kit-4.webp,barenecessities,
,Coconut Food Bowl [Moana & Island Life Inspired],"Coconut Food Bowl is a sustainable, natural bowl inspired by Moana and island life. Handcrafted from real coconut shells, it’s perfect for serving meals or snacks while adding a tropical, eco-friendly touch to your table.",399,kitchen-travel-kit,/images/Products/barenecessities/travel-kit-5.webp,barenecessities,
,Coconut Bowl & Spork Combo [Moana & Island Life Inspired],"Coconut Bowl & Spork Combo is a sustainable, island-inspired dining set handcrafted from natural coconut shells and wood. Perfect for meals on the go, it’s eco-friendly, reusable, and brings a tropical, Moana-inspired vibe to your table.
",699,kitchen-travel-kit,images/Products/barenecessities/travel-kit-6.webp,barenecessities,
